Provisional_Death_Counts_for_Influenza__Pneumonia__and_COVID-19_20240928 (1),,,,,,,,,,,,,
Data As Of,Start Week,End Week,Jurisdiction,Age Group,Total Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Month-Year,,,,,,
11/02/2023,04/26/2020,05/02/2020,HHS Region 6,All Ages,7226,1066,May-2020,,,,,,
11/02/2023,04/26/2020,05/02/2020,HHS Region 7,All Ages,2909,366,May-2020,,,,,,
11/02/2023,04/26/2020,05/02/2020,HHS Region 8,All Ages,1945,317,May-2020,,,,,,
11/02/2023,04/26/2020,05/02/2020,HHS Region 9,All Ages,7843,1156,May-2020,,,,,,
11/02/2023,04/26/2020,05/02/2020,HHS Region 10,All Ages,2215,206,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,United States,All Ages,66709,14370,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Alabama,All Ages,1199,180,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Alaska,All Ages,97,,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Arizona,All Ages,1400,193,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Arkansas,All Ages,666,64,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,California,All Ages,5645,877,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Colorado,All Ages,895,181,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Connecticut,All Ages,1050,498,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Delaware,All Ages,267,79,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,District of Columbia,All Ages,200,87,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Florida,All Ages,4317,542,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Georgia,All Ages,2000,307,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Hawaii,All Ages,213,13,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Idaho,All Ages,302,12,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Illinois,All Ages,3030,927,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Indiana,All Ages,1570,338,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Iowa,All Ages,701,116,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Kansas,All Ages,522,61,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Kentucky,All Ages,1018,132,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Louisiana,All Ages,1131,281,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Maine,All Ages,299,31,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Maryland,All Ages,1440,467,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Massachusetts,All Ages,2041,998,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Michigan,All Ages,2271,566,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Minnesota,All Ages,1054,212,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Mississippi,All Ages,758,131,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Missouri,All Ages,1383,179,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Montana,All Ages,181,,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Nebraska,All Ages,345,44,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Nevada,All Ages,539,77,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,New Hampshire,All Ages,302,65,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,New Jersey,All Ages,2591,1203,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,New Mexico,All Ages,437,83,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,New York,All Ages,2783,989,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,New York City,All Ages,2141,1187,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,North Carolina,All Ages,2047,233,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,North Dakota,All Ages,128,17,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Ohio,All Ages,2607,396,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Oklahoma,All Ages,802,87,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Oregon,All Ages,708,45,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Pennsylvania,All Ages,3416,958,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Rhode Island,All Ages,372,143,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,South Carolina,All Ages,1078,136,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,South Dakota,All Ages,178,25,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Tennessee,All Ages,1418,132,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Texas,All Ages,4229,482,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Utah,All Ages,358,28,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Vermont,All Ages,114,10,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Virginia,All Ages,1601,288,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Washington,All Ages,1223,131,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,West Virginia,All Ages,457,33,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Wisconsin,All Ages,1099,96,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,Wyoming,All Ages,86,,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,HHS Region 1,All Ages,4178,1745,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,HHS Region 2,All Ages,7515,3379,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,HHS Region 3,All Ages,7381,1912,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,HHS Region 4,All Ages,13835,1793,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,HHS Region 5,All Ages,11631,2535,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,HHS Region 6,All Ages,7265,997,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,HHS Region 7,All Ages,2951,400,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,HHS Region 8,All Ages,1826,257,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,HHS Region 9,All Ages,7797,1160,May-2020,,,,,,
11/02/2023,05/03/2020,05/09/2020,HHS Region 10,All Ages,2330,192,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,United States,All Ages,64399,12227,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Alabama,All Ages,1172,164,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Alaska,All Ages,87,,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Arizona,All Ages,1303,182,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Arkansas,All Ages,597,38,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,California,All Ages,5671,813,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Colorado,All Ages,871,136,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Connecticut,All Ages,947,407,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Delaware,All Ages,272,83,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,District of Columbia,All Ages,156,75,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Florida,All Ages,4234,494,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Georgia,All Ages,1941,261,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Hawaii,All Ages,237,15,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Idaho,All Ages,273,16,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Illinois,All Ages,2923,828,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Indiana,All Ages,1555,326,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Iowa,All Ages,677,122,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Kansas,All Ages,543,54,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Kentucky,All Ages,991,109,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Louisiana,All Ages,1104,215,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Maine,All Ages,254,17,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Maryland,All Ages,1425,440,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Massachusetts,All Ages,1885,867,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Michigan,All Ages,2194,398,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Minnesota,All Ages,1004,189,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Mississippi,All Ages,792,169,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Missouri,All Ages,1307,153,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Montana,All Ages,200,,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Nebraska,All Ages,355,48,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Nevada,All Ages,506,46,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,New Hampshire,All Ages,289,60,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,New Jersey,All Ages,2295,907,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,New Mexico,All Ages,472,83,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,New York,All Ages,2519,791,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,New York City,All Ages,1649,716,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,North Carolina,All Ages,2050,205,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,North Dakota,All Ages,136,20,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Ohio,All Ages,2693,377,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Oklahoma,All Ages,746,81,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Oregon,All Ages,714,41,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Pennsylvania,All Ages,3245,810,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Rhode Island,All Ages,293,117,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,South Carolina,All Ages,1112,107,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,South Dakota,All Ages,150,17,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Tennessee,All Ages,1482,137,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Texas,All Ages,4240,504,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Utah,All Ages,394,33,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Vermont,All Ages,110,,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Virginia,All Ages,1588,251,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Washington,All Ages,1145,131,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,West Virginia,All Ages,478,52,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Wisconsin,All Ages,1012,97,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,Wyoming,All Ages,111,,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,HHS Region 1,All Ages,3778,1473,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,HHS Region 2,All Ages,6463,2414,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,HHS Region 3,All Ages,7164,1711,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,HHS Region 4,All Ages,13774,1646,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,HHS Region 5,All Ages,11381,2215,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,HHS Region 6,All Ages,7159,921,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,HHS Region 7,All Ages,2882,377,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,HHS Region 8,All Ages,1862,219,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,HHS Region 9,All Ages,7717,1056,May-2020,,,,,,
11/02/2023,05/10/2020,05/16/2020,HHS Region 10,All Ages,2219,195,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,United States,All Ages,61520,10161,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Alabama,All Ages,1160,144,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Alaska,All Ages,86,,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Arizona,All Ages,1251,162,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Arkansas,All Ages,656,59,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,California,All Ages,5531,787,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Colorado,All Ages,843,128,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Connecticut,All Ages,816,316,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Delaware,All Ages,229,62,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,District of Columbia,All Ages,153,52,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Florida,All Ages,4302,457,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Georgia,All Ages,1909,235,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Hawaii,All Ages,208,12,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Idaho,All Ages,262,17,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Illinois,All Ages,2700,717,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Indiana,All Ages,1455,267,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Iowa,All Ages,618,118,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Kansas,All Ages,525,30,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Kentucky,All Ages,990,112,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Louisiana,All Ages,1056,161,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Maine,All Ages,273,22,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Maryland,All Ages,1335,356,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Massachusetts,All Ages,1562,593,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Michigan,All Ages,2042,323,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Minnesota,All Ages,1016,201,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Mississippi,All Ages,733,148,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Missouri,All Ages,1264,129,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Montana,All Ages,180,,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Nebraska,All Ages,355,56,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Nevada,All Ages,525,56,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,New Hampshire,All Ages,281,48,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,New Jersey,All Ages,1945,622,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,New Mexico,All Ages,411,64,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,New York,All Ages,2242,585,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,New York City,All Ages,1356,485,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,North Carolina,All Ages,2039,221,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,North Dakota,All Ages,133,15,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Ohio,All Ages,2676,358,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Oklahoma,All Ages,829,85,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Oregon,All Ages,739,31,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Pennsylvania,All Ages,2962,635,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Rhode Island,All Ages,265,113,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,South Carolina,All Ages,1053,90,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,South Dakota,All Ages,158,22,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Tennessee,All Ages,1503,128,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Texas,All Ages,4200,436,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Utah,All Ages,364,29,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Vermont,All Ages,109,,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Virginia,All Ages,1479,219,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Washington,All Ages,1112,97,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,West Virginia,All Ages,446,39,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Wisconsin,All Ages,1082,100,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,Wyoming,All Ages,101,,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,HHS Region 1,All Ages,3306,1097,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,HHS Region 2,All Ages,5543,1692,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,HHS Region 3,All Ages,6604,1363,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,HHS Region 4,All Ages,13689,1535,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,HHS Region 5,All Ages,10971,1966,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,HHS Region 6,All Ages,7152,805,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,HHS Region 7,All Ages,2762,333,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,HHS Region 8,All Ages,1779,207,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,HHS Region 9,All Ages,7515,1017,May-2020,,,,,,
11/02/2023,05/17/2020,05/23/2020,HHS Region 10,All Ages,2199,146,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,United States,All Ages,59595,8956,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Alabama,All Ages,1127,181,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Alaska,All Ages,103,,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Arizona,All Ages,1297,194,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Arkansas,All Ages,627,46,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,California,All Ages,5568,772,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Colorado,All Ages,820,101,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Connecticut,All Ages,758,232,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Delaware,All Ages,218,59,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,District of Columbia,All Ages,145,43,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Florida,All Ages,4135,443,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Georgia,All Ages,1774,214,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Hawaii,All Ages,202,11,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Idaho,All Ages,279,11,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Illinois,All Ages,2599,579,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Indiana,All Ages,1384,207,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Iowa,All Ages,623,103,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Kansas,All Ages,533,35,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Kentucky,All Ages,994,118,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Louisiana,All Ages,1050,160,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Maine,All Ages,303,30,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Maryland,All Ages,1273,355,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Massachusetts,All Ages,1350,434,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Michigan,All Ages,1988,246,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Minnesota,All Ages,1021,214,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Mississippi,All Ages,780,150,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Missouri,All Ages,1187,98,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Montana,All Ages,177,10,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Nebraska,All Ages,383,47,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Nevada,All Ages,543,61,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,New Hampshire,All Ages,260,53,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,New Jersey,All Ages,1743,488,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,New Mexico,All Ages,442,62,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,New York,All Ages,2146,456,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,New York City,All Ages,1174,334,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,North Carolina,All Ages,1988,248,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,North Dakota,All Ages,128,19,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Ohio,All Ages,2530,288,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Oklahoma,All Ages,759,69,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Oregon,All Ages,746,32,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Pennsylvania,All Ages,2789,454,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Rhode Island,All Ages,242,79,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,South Carolina,All Ages,1061,116,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,South Dakota,All Ages,150,18,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Tennessee,All Ages,1387,125,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Texas,All Ages,4105,455,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Utah,All Ages,382,26,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Vermont,All Ages,134,10,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Virginia,All Ages,1461,209,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Washington,All Ages,1058,86,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,West Virginia,All Ages,427,36,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Wisconsin,All Ages,1149,130,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,Wyoming,All Ages,93,,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,HHS Region 1,All Ages,3047,838,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,HHS Region 2,All Ages,5063,1278,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,HHS Region 3,All Ages,6313,1156,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,HHS Region 4,All Ages,13246,1595,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,HHS Region 5,All Ages,10671,1664,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,HHS Region 6,All Ages,6983,792,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,HHS Region 7,All Ages,2726,283,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,HHS Region 8,All Ages,1750,181,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,HHS Region 9,All Ages,7610,1038,May-2020,,,,,,
11/02/2023,05/24/2020,05/30/2020,HHS Region 10,All Ages,2186,131,May-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,United States,All Ages,58804,7799,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Alabama,All Ages,1202,149,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Alaska,All Ages,82,,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Arizona,All Ages,1385,202,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Arkansas,All Ages,663,57,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,California,All Ages,5497,724,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Colorado,All Ages,810,87,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Connecticut,All Ages,665,151,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Delaware,All Ages,186,33,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,District of Columbia,All Ages,114,32,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Florida,All Ages,4206,446,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Georgia,All Ages,1774,204,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Hawaii,All Ages,218,12,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Idaho,All Ages,291,10,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Illinois,All Ages,2571,549,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Indiana,All Ages,1394,192,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Iowa,All Ages,594,90,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Kansas,All Ages,519,44,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Kentucky,All Ages,914,117,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Louisiana,All Ages,1019,141,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Maine,All Ages,259,18,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Maryland,All Ages,1177,286,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Massachusetts,All Ages,1211,303,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Michigan,All Ages,2035,208,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Minnesota,All Ages,1038,200,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Mississippi,All Ages,740,120,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Missouri,All Ages,1240,96,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Montana,All Ages,177,13,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Nebraska,All Ages,325,33,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,Nevada,All Ages,559,40,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,New Hampshire,All Ages,273,42,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,New Jersey,All Ages,1595,383,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,New Mexico,All Ages,453,51,Jun-2020,,,,,,
11/02/2023,05/31/2020,06/06/2020,New York,All Ages,1989,370,Jun-2020,,,,,,
